,jID,moment,cpu_rate,mem_usage,disk_io_time,disk_space
2011-05-01 01:04:00,5402488769,3840000000.0,0.21359831,3.8055151,0.0143531339,0.0003862485
2011-05-01 01:05:00,5402488769,3900000000.0,0.21231255,3.8047841,0.0145085769,0.0003862485
2011-05-01 01:06:00,5402488769,3960000000.0,0.21254905,3.8059471,0.0149691769,0.0003862485
2011-05-01 01:07:00,5402488769,4020000000.0,0.21254905,3.8059471,0.0149691769,0.0003862485
2011-05-01 01:08:00,5402488769,4080000000.0,0.21354942,3.8052923,0.0156796302,0.0003862485
2011-05-01 01:09:00,5402488769,4140000000.0,0.21339882,3.8064733,0.0166418622,0.0003862485
2011-05-01 01:10:00,5402488769,4200000000.0,0.21018105,3.8055257,0.0145858631,0.0003862485
2011-05-01 01:11:00,5402488769,4260000000.0,0.21039845,3.8067007,0.0149539631,0.0003862485
2011-05-01 01:12:00,5402488769,4320000000.0,0.21034886,3.8057461,0.0149434731,0.0003862485
2011-05-01 01:13:00,5402488769,4380000000.0,0.21067596,3.8070351,0.0155843731,0.0003862485
2011-05-01 01:14:00,5402488769,4440000000.0,0.21067596,3.8070351,0.0155843731,0.0003862485
2011-05-01 01:15:00,5402488769,4500000000.0,0.20883362,3.8048888,0.0148643374,0.0003862485
2011-05-01 01:16:00,5402488769,4560000000.0,0.20883362,3.8048888,0.0148643374,0.0003862485
2011-05-01 01:17:00,5402488769,4620000000.0,0.20883362,3.8048888,0.0148643374,0.0003862485
2011-05-01 01:18:00,5402488769,4680000000.0,0.20919792,3.8061548,0.0157388374,0.0003862485
2011-05-01 01:19:00,5402488769,4740000000.0,0.20914928,3.8052192,0.0157416984,0.0003862485
2011-05-01 01:20:00,5402488769,4800000000.0,0.20743301,3.8057179,0.0146764899,0.0003862485
2011-05-01 01:21:00,5402488769,4860000000.0,0.20743301,3.8057179,0.0146764899,0.0003862485
2011-05-01 01:22:00,5402488769,4920000000.0,0.20772671,3.8059993,0.0152449219,0.0003862485
2011-05-01 01:23:00,5402488769,4980000000.0,0.20772671,3.8059993,0.0152449219,0.0003862485
2011-05-01 01:24:00,5402488769,5040000000.0,0.20772671,3.8059993,0.0152449219,0.0003862485
2011-05-01 01:25:00,5402488769,5100000000.0,0.20879629,3.8061457,0.0141738967,0.0003862485
2011-05-01 01:26:00,5402488769,5160000000.0,0.20879629,3.8061457,0.0141738967,0.0003862485
2011-05-01 01:27:00,5402488769,5220000000.0,0.20879629,3.8061457,0.0141738967,0.0003862485
2011-05-01 01:28:00,5402488769,5280000000.0,0.20914061,3.806443,0.015423943,0.0003852948
2011-05-01 01:29:00,5402488769,5340000000.0,0.20914061,3.806443,0.015423943,0.0003852948
2011-05-01 01:30:00,5402488769,5400000000.0,0.20870067,3.8098693,0.0142367986,0.0003852948
2011-05-01 01:31:00,5402488769,5460000000.0,0.20870067,3.8098693,0.0142367986,0.0003852948
2011-05-01 01:32:00,5402488769,5520000000.0,0.20870067,3.8098693,0.0142367986,0.0003852948
2011-05-01 01:33:00,5402488769,5580000000.0,0.20870067,3.8098693,0.0142367986,0.0003852948
2011-05-01 01:34:00,5402488769,5639000000.0,0.20864631,3.8089366,0.0142358449,0.0003852948
2011-05-01 01:35:00,5402488769,5671000000.0,0.20864631,3.8089366,0.0142358449,0.0003852948
2011-05-01 01:36:00,5402488769,5703000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:37:00,5402488769,5763000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:38:00,5402488769,5823000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:39:00,5402488769,5883000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:40:00,5402488769,5943000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:41:00,5402488769,6003000000.0,0.20774024,3.8030703,0.0146126566,0.0003852948
2011-05-01 01:42:00,5402488769,6063000000.0,0.20816559,3.8053323,0.0154614566,0.0003852948
2011-05-01 01:43:00,5402488769,6123000000.0,0.20852986,3.804371,0.0154786229,0.0003852948
2011-05-01 01:44:00,5402488769,6183000000.0,0.20838876,3.805647,0.0161471029,0.0003852948
2011-05-01 01:45:00,5402488769,6243000000.0,0.20838876,3.805647,0.0161471029,0.0003852948
2011-05-01 01:46:00,5402488769,6303000000.0,0.20760976,3.8048499,0.0146507119,0.0003852948
2011-05-01 01:47:00,5402488769,6363000000.0,0.20760976,3.8048499,0.0146507119,0.0003852948
2011-05-01 01:48:00,5402488769,6423000000.0,0.20789202,3.8049241,0.0153164049,0.0003852948
2011-05-01 01:49:00,5402488769,6483000000.0,0.20857291,3.8056405,0.0176928689,0.0003852948
2011-05-01 01:50:00,5402488769,6543000000.0,0.20899543,3.8059337,0.0187399619,0.0003852948
2011-05-01 01:51:00,5402488769,6603000000.0,0.20944383,3.8039987,0.0147556229,0.0003862485
2011-05-01 01:52:00,5402488769,6663000000.0,0.20917401,3.805325068,0.0155138509,0.0003862485
2011-05-01 01:53:00,5402488769,6723000000.0,0.20998455,3.80569499,0.0159916559,0.0003862485
2011-05-01 01:54:00,5402488769,6783000000.0,0.20965935,3.8070195,0.0168260759,0.0003862485
2011-05-01 01:55:00,5402488769,6843000000.0,0.20965935,3.8070195,0.0168260759,0.0003862485
2011-05-01 01:56:00,5402488769,6903000000.0,0.20972297,3.8063577,0.0147451554,0.0003872022
2011-05-01 01:57:00,5402488769,6963000000.0,0.20972297,3.8063577,0.0147451554,0.0003872022
2011-05-01 01:58:00,5402488769,7023000000.0,0.21000999,3.8066825,0.0154117944,0.0003872022
2011-05-01 01:59:00,5402488769,7083000000.0,0.21000999,3.8066825,0.0154117944,0.0003872022
2011-05-01 02:00:00,5402488769,7143000000.0,0.21068997,3.806201515,0.0171330264,0.0003872022
2011-05-01 02:01:00,5402488769,7203000000.0,0.20855591,3.8070473,0.0142997458,0.0003872022
2011-05-01 02:02:00,5402488769,7263000000.0,0.20916437,3.8076075,0.0155947558,0.0003872022
2011-05-01 02:03:00,5402488769,7323000000.0,0.20916437,3.8076075,0.0155947558,0.0003872022
2011-05-01 02:04:00,5402488769,7383000000.0,0.20916437,3.8076075,0.0155947558,0.0003872022
2011-05-01 02:05:00,5402488769,7443000000.0,0.20916437,3.8076075,0.0155947558,0.0003872022
2011-05-01 02:06:00,5402488769,7503000000.0,0.20804455,3.8061346,0.0147184653,0.0003872022
2011-05-01 02:07:00,5402488769,7563000000.0,0.20804455,3.8061346,0.0147184653,0.0003872022
2011-05-01 02:08:00,5402488769,7623000000.0,0.20883226,3.8068074,0.0158494843,0.0003872022
2011-05-01 02:09:00,5402488769,7683000000.0,0.20883226,3.8068074,0.0158494843,0.0003872022
2011-05-01 02:10:00,5402488769,7743000000.0,0.20883226,3.8068074,0.0158494843,0.0003872022
2011-05-01 02:11:00,5402488769,7803000000.0,0.20698799,3.8051898,0.0142969009,0.0003872022
2011-05-01 02:12:00,5402488769,7863000000.0,0.20717299,3.8063228,0.0147489009,0.0003872022
2011-05-01 02:13:00,5402488769,7923000000.0,0.20738277,3.8066069,0.0154355939,0.0003872022
2011-05-01 02:14:00,5402488769,7983000000.0,0.20738277,3.8066069,0.0154355939,0.0003872022
2011-05-01 02:15:00,5402488769,8043000000.0,0.20738277,3.8066069,0.0154355939,0.0003872022
2011-05-01 02:16:00,5402488769,8103000000.0,0.20622131,3.8061216,0.0147374706,0.0003872022
2011-05-01 02:17:00,5402488769,8163000000.0,0.20650546,3.8056202,0.0156473416,0.0003872022
2011-05-01 02:18:00,5402488769,8223000000.0,0.20674484,3.8067802,0.0161680806,0.0003872022
2011-05-01 02:19:00,5402488769,8283000000.0,0.20674484,3.8067802,0.0161680806,0.0003872022
2011-05-01 02:20:00,5402488769,8343000000.0,0.20674484,3.8067802,0.0161680806,0.0003872022
2011-05-01 02:21:00,5402488769,8403000000.0,0.20871063,3.810805,0.0145562745,0.0003872022
2011-05-01 02:22:00,5402488769,8463000000.0,0.20892708,3.810889,0.0150636475,0.0003872022
2011-05-01 02:23:00,5402488769,8523000000.0,0.20892708,3.810889,0.0150159675,0.0003872022
2011-05-01 02:24:00,5402488769,8583000000.0,0.20892708,3.810889,0.0150159675,0.0003872022
2011-05-01 02:25:00,5402488769,8643000000.0,0.21090406,3.8120635,0.0212373845,0.0003872022
2011-05-01 02:26:00,5402488769,8703000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:27:00,5402488769,8763000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:28:00,5402488769,8823000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:29:00,5402488769,8883000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:30:00,5402488769,8943000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:31:00,5402488769,9003000000.0,0.20690667,3.8065714,0.0148852622,0.0003872022
2011-05-01 02:32:00,5402488769,9063000000.0,0.20690667,3.8065714,0.0148852622,0.0003872022
2011-05-01 02:33:00,5402488769,9123000000.0,0.20690667,3.8065714,0.0148852622,0.0003872022
2011-05-01 02:34:00,5402488769,9183000000.0,0.20723477,3.8068832,0.0157082552,0.0003872022
2011-05-01 02:35:00,5402488769,9243000000.0,0.20723477,3.8068832,0.0157082552,0.0003872022
2011-05-01 02:36:00,5402488769,9303000000.0,0.20676886,3.80662,0.0149739921,0.0003872022
2011-05-01 02:37:00,5402488769,9363000000.0,0.20676886,3.80662,0.0149739921,0.0003872022
2011-05-01 02:38:00,5402488769,9423000000.0,0.2070664,3.8068896,0.0158208921,0.0003872022
2011-05-01 02:39:00,5402488769,9483000000.0,0.2070664,3.8068896,0.0158208921,0.0003872022
2011-05-01 02:40:00,5402488769,9543000000.0,0.20701586,3.8059941,0.0158170771,0.0003872022
2011-05-01 02:41:00,5402488769,9603000000.0,0.20665806,3.8064428,0.0153812578,0.0003872022
2011-05-01 02:42:00,5402488769,9663000000.0,0.20665806,3.8064428,0.0153812578,0.0003872022
2011-05-01 02:43:00,5402488769,9723000000.0,0.20727984,3.805531137,0.0153803041,0.0003872022
2011-05-01 02:44:00,5402488769,9783000000.0,0.20691744,3.8068206,0.0161118211,0.0003872022
2011-05-01 02:45:00,5402488769,9843000000.0,0.20691744,3.8068206,0.0161118211,0.0003872022
2011-05-01 02:46:00,5402488769,9903000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 02:47:00,5402488769,9963000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 02:48:00,5402488769,10023000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 02:49:00,5402488769,10083000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 02:50:00,5402488769,10143000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 02:51:00,5402488769,10203000000.0,0.20608029,3.8073726,0.0152609851,0.0003872022
2011-05-01 02:52:00,5402488769,10263000000.0,0.2061966,3.8076048,0.0157530851,0.0003872022
2011-05-01 02:53:00,5402488769,10323000000.0,0.20637783,3.8078481,0.0169402241,0.0003872022
2011-05-01 02:54:00,5402488769,10383000000.0,0.20637783,3.8078481,0.0169402241,0.0003872022
2011-05-01 02:55:00,5402488769,10443000000.0,0.20637783,3.8078481,0.0169402241,0.0003872022
2011-05-01 02:56:00,5402488769,10503000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 02:57:00,5402488769,10563000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 02:58:00,5402488769,10623000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 02:59:00,5402488769,10683000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 03:00:00,5402488769,10743000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 03:01:00,5402488769,10803000000.0,0.20618798,3.806335,0.0150883859,0.0003881559
2011-05-01 03:02:00,5402488769,10863000000.0,0.20618798,3.806335,0.0150883859,0.0003881559
2011-05-01 03:03:00,5402488769,10923000000.0,0.20618798,3.806335,0.0150883859,0.0003881559
2011-05-01 03:04:00,5402488769,10983000000.0,0.20612599,3.8054166,0.0150826639,0.0003881559
2011-05-01 03:05:00,5402488769,11043000000.0,0.20656559,3.8065416,0.0150941039,0.0003881559
2011-05-01 03:06:00,5402488769,11103000000.0,0.20475717,3.8055448,0.0151237148,0.0003881559
2011-05-01 03:07:00,5402488769,11163000000.0,0.20475717,3.8064994,0.0151237148,0.0003881559
2011-05-01 03:08:00,5402488769,11223000000.0,0.20475717,3.8055448,0.0151237148,0.0003881559
2011-05-01 03:09:00,5402488769,11283000000.0,0.20475717,3.8055448,0.0151237148,0.0003881559
2011-05-01 03:10:00,5402488769,11343000000.0,0.20475717,3.8055448,0.0151237148,0.0003881559
2011-05-01 03:11:00,5402488769,11403000000.0,0.20566988,3.8043772,0.0148538842,0.0003881559
2011-05-01 03:12:00,5402488769,11463000000.0,0.20572042,3.8044483,0.0148529302,0.0003881559
2011-05-01 03:13:00,5402488769,11523000000.0,0.2059207,3.8055833,0.0155167302,0.0003881559
2011-05-01 03:14:00,5402488769,11583000000.0,0.2059207,3.8055833,0.0155167302,0.0003881559
2011-05-01 03:15:00,5402488769,11643000000.0,0.2065711,3.8069113,0.0168897302,0.0003881559
2011-05-01 03:16:00,5402488769,11703000000.0,0.20626341,3.8065062,0.0147175082,0.0003881559
2011-05-01 03:17:00,5402488769,11763000000.0,0.20626341,3.8065062,0.0147175082,0.0003881559
2011-05-01 03:18:00,5402488769,11823000000.0,0.20623766,3.805570668,0.0147060682,0.0003881559
2011-05-01 03:19:00,5402488769,11883000000.0,0.20658673,3.8068229,0.0155357682,0.0003881559
2011-05-01 03:20:00,5402488769,11943000000.0,0.20658673,3.8068229,0.0155357682,0.0003881559
2011-05-01 03:21:00,5402488769,12003000000.0,0.20808938,3.8058994,0.0145838705,0.0003881559
2011-05-01 03:22:00,5402488769,12063000000.0,0.20808938,3.8058994,0.0145838705,0.0003881559
2011-05-01 03:23:00,5402488769,12123000000.0,0.20808938,3.8058994,0.0145838705,0.0003881559
2011-05-01 03:24:00,5402488769,12183000000.0,0.20808938,3.8058994,0.0145838705,0.0003881559
2011-05-01 03:25:00,5402488769,12243000000.0,0.20808938,3.8058994,0.0145838705,0.0003881559
2011-05-01 03:26:00,5402488769,12303000000.0,0.21682352,3.8174866,0.0140937611,0.0003881559
2011-05-01 03:27:00,5402488769,12363000000.0,0.21682352,3.8174866,0.0140937611,0.0003881559
2011-05-01 03:28:00,5402488769,12423000000.0,0.21943453,3.788016345,0.021636744,0.0003872022
2011-05-01 03:29:00,5402488769,12483000000.0,0.23010622,3.8312695,0.047952128,0.0003872022
2011-05-01 03:30:00,5402488769,12543000000.0,0.23010622,3.8312695,0.047952128,0.0003872022
2011-05-01 03:31:00,5402488769,12603000000.0,0.21750925,3.8071404,0.0135901426,0.0003872022
2011-05-01 03:32:00,5402488769,12663000000.0,0.21750925,3.8071404,0.0135901426,0.0003872022
2011-05-01 03:33:00,5402488769,12723000000.0,0.21777245,3.8082834,0.0141089426,0.0003872022
2011-05-01 03:34:00,5402488769,12783000000.0,0.21773811,3.8073631,0.0141089426,0.0003872022
2011-05-01 03:35:00,5402488769,12843000000.0,0.21826548,3.8087271,0.0153239426,0.0003872022
2011-05-01 03:36:00,5402488769,12903000000.0,0.21639688,3.8081433,0.0149720688,0.0003872022
2011-05-01 03:37:00,5402488769,12963000000.0,0.21660387,3.8083015,0.0154613078,0.0003872022
2011-05-01 03:38:00,5402488769,13023000000.0,0.21660387,3.8083015,0.0154613078,0.0003872022
2011-05-01 03:39:00,5402488769,13083000000.0,0.21660387,3.8083015,0.0154613078,0.0003872022
2011-05-01 03:40:00,5402488769,13143000000.0,0.21713792,3.8086961,0.0167136318,0.0003872022
2011-05-01 03:41:00,5402488769,13203000000.0,0.2147652,3.8111347,0.0139496836,0.0003881559
2011-05-01 03:42:00,5402488769,13263000000.0,0.21493778,3.8112763,0.0143892836,0.0003872022
2011-05-01 03:43:00,5402488769,13323000000.0,0.21538318,3.8122252,0.0143902373,0.0003872022
2011-05-01 03:44:00,5402488769,13383000000.0,0.21538318,3.8122252,0.0143902373,0.0003872022
2011-05-01 03:45:00,5402488769,13443000000.0,0.2148386,3.8094652,0.0143635346,0.0003872022
2011-05-01 03:46:00,5402488769,13503000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 03:47:00,5402488769,13563000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 03:48:00,5402488769,13623000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 03:49:00,5402488769,13683000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 03:50:00,5402488769,13743000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 03:51:00,5402488769,13803000000.0,0.21362563,3.807126,0.0146659213,0.0003881559
2011-05-01 03:52:00,5402488769,13863000000.0,0.21357413,3.8061809,0.0146640143,0.0003881559
2011-05-01 03:53:00,5402488769,13923000000.0,0.21387743,3.8073309,0.0151857143,0.0003881559
2011-05-01 03:54:00,5402488769,13983000000.0,0.21433809,3.8076665,0.0161393533,0.0003881559
2011-05-01 03:55:00,5402488769,14043000000.0,0.21433809,3.8076665,0.0161393533,0.0003881559
2011-05-01 03:56:00,5402488769,14103000000.0,0.21098768,3.8083927,0.0148996006,0.0003872022
2011-05-01 03:57:00,5402488769,14163000000.0,0.21098768,3.8083927,0.0148996006,0.0003872022
2011-05-01 03:58:00,5402488769,14223000000.0,0.21125947,3.8086646,0.0154375006,0.0003872022
2011-05-01 03:59:00,5402488769,14283000000.0,0.21260218,3.8099629,0.0189912856,0.0003872022
2011-05-01 04:00:00,5402488769,14343000000.0,0.21385058,3.8105893,0.0235335176,0.0003872022
2011-05-01 04:01:00,5402488769,14403000000.0,0.20804086,3.806442,0.0147308236,0.0003872022
2011-05-01 04:02:00,5402488769,14463000000.0,0.20804086,3.806442,0.0147308236,0.0003872022
2011-05-01 04:03:00,5402488769,14523000000.0,0.20826496,3.807554,0.0153202236,0.0003872022
2011-05-01 04:04:00,5402488769,14583000000.0,0.20826496,3.807554,0.0153202236,0.0003872022
2011-05-01 04:05:00,5402488769,14643000000.0,0.20826496,3.807554,0.0153202236,0.0003872022
2011-05-01 04:06:00,5402488769,14703000000.0,0.20639001,3.8063345,0.0152209756,0.0003872022
2011-05-01 04:07:00,5402488769,14763000000.0,0.20639001,3.8063345,0.0152209756,0.0003872022
2011-05-01 04:08:00,5402488769,14823000000.0,0.20639001,3.8063345,0.0152209756,0.0003872022
2011-05-01 04:09:00,5402488769,14883000000.0,0.20639001,3.8063345,0.0152209756,0.0003872022
2011-05-01 04:10:00,5402488769,14943000000.0,0.20713384,3.807719,0.0166252996,0.0003872022
2011-05-01 04:11:00,5402488769,15003000000.0,0.20784551,3.8069166,0.0150092727,0.0003872022
2011-05-01 04:12:00,5402488769,15063000000.0,0.20808491,3.8079966,0.0154012437,0.0003872022
2011-05-01 04:13:00,5402488769,15123000000.0,0.20808491,3.8079966,0.0154012437,0.0003872022
2011-05-01 04:14:00,5402488769,15183000000.0,0.20808491,3.8079966,0.0154012437,0.0003872022
2011-05-01 04:15:00,5402488769,15243000000.0,0.20808491,3.8079966,0.0154012437,0.0003872022
2011-05-01 04:16:00,5402488769,15303000000.0,0.208244,3.8070594,0.0146440423,0.0003872022
2011-05-01 04:17:00,5402488769,15363000000.0,0.20850438,3.8072675,0.0151084823,0.0003872022
2011-05-01 04:18:00,5402488769,15423000000.0,0.20850438,3.8072675,0.0151084823,0.0003872022
2011-05-01 04:19:00,5402488769,15483000000.0,0.20850438,3.8072675,0.0151084823,0.0003872022
2011-05-01 04:20:00,5402488769,15543000000.0,0.20850438,3.8072675,0.0151084823,0.0003872022
2011-05-01 04:21:00,5402488769,15603000000.0,0.20569865,3.8067718,0.014970179,0.0003872022
2011-05-01 04:22:00,5402488769,15663000000.0,0.20569865,3.8067718,0.014970179,0.0003872022
2011-05-01 04:23:00,5402488769,15723000000.0,0.20569865,3.8067718,0.014970179,0.0003872022
2011-05-01 04:24:00,5402488769,15758000000.0,0.0003424,0.001228,0.0009298,0.0
2011-05-01 04:25:00,5402488769,15788000000.0,0.20564143,3.8058477,0.014967318,0.0003872022
2011-05-01 04:26:00,5402488769,15818000000.0,0.0003424,0.001228,0.0009298,0.0
2011-05-01 04:27:00,5402488769,15848000000.0,0.20564143,3.8058477,0.014967318,0.0003872022
2011-05-01 04:28:00,5402488769,15878000000.0,0.20564143,3.8058477,0.014967318,0.0003872022
2011-05-01 04:29:00,5402488769,15917000000.0,0.20890021,3.8078053,0.0146345047,0.0003872022
2011-05-01 04:30:00,5402488769,15977000000.0,0.20890021,3.8078053,0.0146345047,0.0003872022
2011-05-01 04:31:00,5402488769,16037000000.0,0.20886587,3.806875507,0.0146001747,0.0003872022
2011-05-01 04:32:00,5402488769,16097000000.0,0.21410727,3.804445583,0.0231658,0.0003872022
2011-05-01 04:33:00,5402488769,16157000000.0,0.21237452,3.80986,0.02327387,0.0003872022
2011-05-01 04:34:00,5402488769,16217000000.0,0.20683731,3.8071666,0.0144914044,0.0003872022
2011-05-01 04:35:00,5402488769,16277000000.0,0.20683731,3.8071666,0.0144914044,0.0003872022
2011-05-01 04:36:00,5402488769,16337000000.0,0.20683731,3.8071666,0.0144914044,0.0003872022
2011-05-01 04:37:00,5402488769,16397000000.0,0.20683731,3.8071666,0.0144914044,0.0003872022
2011-05-01 04:38:00,5402488769,16457000000.0,0.20683731,3.8071666,0.0144914044,0.0003872022
2011-05-01 04:39:00,5402488769,16517000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
2011-05-01 04:40:00,5402488769,16577000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
2011-05-01 04:41:00,5402488769,16637000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
2011-05-01 04:42:00,5402488769,16697000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
2011-05-01 04:43:00,5402488769,16757000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
